,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
286194,Other Theft,2018,5,11,17,37,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286195,Other Theft,2018,5,18,8,38,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286196,Other Theft,2018,5,22,18,57,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286197,Other Theft,2018,5,28,19,27,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286198,Other Theft,2018,5,31,8,34,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286199,Other Theft,2018,6,1,17,19,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286200,Other Theft,2018,6,6,20,41,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286201,Other Theft,2018,6,11,20,12,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286202,Other Theft,2018,6,11,21,56,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286203,Other Theft,2018,6,12,9,56,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286204,Other Theft,2018,6,20,14,57,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286205,Other Theft,2018,6,22,12,13,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286206,Other Theft,2018,6,27,8,22,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286207,Other Theft,2018,7,3,17,39,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286208,Other Theft,2018,7,3,21,21,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286209,Other Theft,2018,7,4,16,3,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286210,Other Theft,2018,7,5,13,38,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286211,Other Theft,2018,7,9,19,20,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286212,Other Theft,2018,7,10,22,13,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286213,Other Theft,2018,7,13,9,16,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286214,Other Theft,2018,7,16,16,57,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286215,Other Theft,2018,7,20,20,43,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286216,Other Theft,2018,7,20,21,50,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286217,Other Theft,2018,7,21,16,50,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286218,Other Theft,2018,8,1,20,28,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286219,Other Theft,2018,8,14,19,17,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286220,Other Theft,2018,9,5,15,0,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286221,Other Theft,2018,9,5,18,50,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286222,Other Theft,2018,9,17,21,18,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286223,Other Theft,2018,10,22,10,31,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286224,Other Theft,2018,10,24,16,17,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286225,Other Theft,2018,10,29,19,33,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286226,Other Theft,2018,10,29,20,18,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286227,Other Theft,2018,11,7,16,45,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286228,Other Theft,2018,11,10,18,15,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286229,Other Theft,2018,11,12,14,17,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286230,Other Theft,2018,11,24,14,10,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286231,Other Theft,2018,11,24,18,56,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286232,Other Theft,2018,11,28,19,8,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286233,Other Theft,2018,12,8,17,34,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286234,Other Theft,2018,12,9,17,27,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286235,Other Theft,2018,12,14,20,11,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286236,Other Theft,2018,12,16,15,2,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286237,Other Theft,2018,12,30,15,33,3XX SE MARINE DR,Sunset,492774.661334,5450882.60933
286336,Other Theft,2018,3,24,16,50,3XX TERMINAL AVE,Strathcona,492994.831667,5457706.97107
286337,Other Theft,2018,9,29,17,19,3XX TERMINAL AVE,Strathcona,492994.831667,5457706.97107
286338,Other Theft,2018,10,31,14,48,3XX TERMINAL AVE,Strathcona,492994.831667,5457706.97107
286353,Other Theft,2018,1,13,11,29,3XX W BROADWAY AVE,Mount Pleasant,491790.520041,5456714.33111
286354,Other Theft,2018,5,12,17,4,3XX W BROADWAY AVE,Mount Pleasant,491790.520041,5456714.33111
286389,Other Theft,2018,6,13,21,30,3XX W BROADWAY AVE,Mount Pleasant,491909.59991099994,5456710.9745
286390,Other Theft,2018,11,16,21,8,3XX W BROADWAY AVE,Mount Pleasant,491909.59991099994,5456710.9745
286409,Other Theft,2018,6,18,17,30,3XX W CORDOVA ST,Central Business District,492028.892812,5459008.61625
286449,Other Theft,2018,8,1,15,3,3XX W CORDOVA ST,Central Business District,492055.428741,5458994.7177099995
286450,Other Theft,2018,9,22,11,29,3XX W CORDOVA ST,Central Business District,492055.428741,5458994.7177099995
286473,Other Theft,2018,6,25,21,16,3XX W HASTINGS ST,Central Business District,491982.49040500005,5458910.77678
286474,Other Theft,2018,6,25,22,25,3XX W HASTINGS ST,Central Business District,491982.49040500005,5458910.77678
286505,Other Theft,2018,12,17,15,51,3XX WATER ST,Central Business District,491953.926329,5459110.9516
286518,Other Theft,2018,3,10,11,20,3XX WATER ST,Central Business District,491974.38615,5459104.98775
286519,Other Theft,2018,3,18,20,15,3XX WATER ST,Central Business District,491974.38615,5459104.98775
286520,Other Theft,2018,6,15,9,55,3XX WATER ST,Central Business District,491974.38615,5459104.98775
286521,Other Theft,2018,7,9,19,29,3XX WATER ST,Central Business District,491974.38615,5459104.98775
286522,Other Theft,2018,7,14,18,20,3XX WATER ST,Central Business District,491974.38615,5459104.98775
286523,Other Theft,2018,8,14,12,24,3XX WATER ST,Central Business District,491974.38615,5459104.98775
286524,Other Theft,2018,8,29,9,41,3XX WATER ST,Central Business District,491974.38615,5459104.98775
286525,Other Theft,2018,8,31,15,57,3XX WATER ST,Central Business District,491974.38615,5459104.98775
286526,Other Theft,2018,8,31,19,19,3XX WATER ST,Central Business District,491974.38615,5459104.98775
286597,Other Theft,2018,3,28,13,2,3XX WATER ST,Central Business District,492026.997117,5459089.65213
286598,Other Theft,2018,5,15,11,59,3XX WATER ST,Central Business District,492026.997117,5459089.65213
286599,Other Theft,2018,11,16,14,5,3XX WATER ST,Central Business District,492026.997117,5459089.65213
286605,Other Theft,2018,2,7,16,19,3XX WATER ST,Central Business District,492033.206708,5459078.317530001
286606,Other Theft,2018,5,25,19,52,3XX WATER ST,Central Business District,492033.206708,5459078.317530001
286607,Other Theft,2018,10,25,21,13,3XX WATER ST,Central Business District,492033.206708,5459078.317530001
286640,Other Theft,2018,1,9,12,0,3XX WATER ST,Central Business District,492062.435025,5459069.79774
286648,Other Theft,2018,6,25,9,5,3XX WATER ST,Central Business District,492064.993928,5459078.57641
286649,Other Theft,2018,9,12,12,42,3XX WATER ST,Central Business District,492064.993928,5459078.57641
286656,Other Theft,2018,2,12,11,24,40XX CAMBIE ST,Riley Park,491608.133283,5455212.28496
286660,Other Theft,2018,11,3,14,2,40XX FRASER ST,Kensington-Cedar Cottage,493443.688079,5455123.52106
286661,Other Theft,2018,12,7,4,13,40XX FRASER ST,Kensington-Cedar Cottage,493443.688079,5455123.52106
286689,Other Theft,2018,2,12,20,49,41XX RUPERT ST,Renfrew-Collingwood,497547.205717,5455004.08695
286835,Other Theft,2018,4,8,11,25,42XX ARBUTUS ST,Arbutus Ridge,488840.869131,5455054.19114
286842,Other Theft,2018,11,6,18,20,42XX DUNBAR ST,Dunbar-Southlands,486516.444206,5455132.94319
286852,Other Theft,2018,9,13,10,30,42XX MAIN ST,Riley Park,492635.843692,5455014.59455
286867,Other Theft,2018,11,28,14,30,42XX MAIN ST,Riley Park,492642.944753,5454947.43284
286897,Other Theft,2018,1,28,17,25,43XX DUNBAR ST,Dunbar-Southlands,486523.00693800004,5455021.400830001
286898,Other Theft,2018,2,4,19,54,43XX DUNBAR ST,Dunbar-Southlands,486523.00693800004,5455021.400830001
286899,Other Theft,2018,7,23,14,43,43XX DUNBAR ST,Dunbar-Southlands,486523.00693800004,5455021.400830001
286900,Other Theft,2018,7,29,18,5,43XX DUNBAR ST,Dunbar-Southlands,486523.00693800004,5455021.400830001
286901,Other Theft,2018,12,3,21,28,43XX DUNBAR ST,Dunbar-Southlands,486523.00693800004,5455021.400830001
286906,Other Theft,2018,12,21,15,34,43XX FRASER ST,Kensington-Cedar Cottage,493439.66634899995,5454830.728759999
286920,Other Theft,2018,7,10,11,30,43XX MAIN ST,Riley Park,492627.18028100004,5454819.80825
286932,Other Theft,2018,6,25,10,8,43XX W 10TH AVE,West Point Grey,485192.857304,5456791.7994
286959,Other Theft,2018,3,16,19,14,44XX DUNBAR ST,Dunbar-Southlands,486521.37788100005,5454864.52639
286960,Other Theft,2018,9,19,18,33,44XX DUNBAR ST,Dunbar-Southlands,486521.37788100005,5454864.52639
286961,Other Theft,2018,3,15,18,26,44XX MAIN ST,Riley Park,492622.77602,5454677.10155
286976,Other Theft,2018,1,16,18,14,44XX MAIN ST,Riley Park,492623.65843500005,5454710.2477400005
286977,Other Theft,2018,3,19,17,40,44XX MAIN ST,Riley Park,492623.65843500005,5454710.2477400005
287163,Other Theft,2018,4,5,13,13,44XX MAIN ST,Riley Park,492624.807481,5454753.39561
287164,Other Theft,2018,12,15,20,4,44XX MAIN ST,Riley Park,492624.807481,5454753.39561
287211,Other Theft,2018,1,7,18,57,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287212,Other Theft,2018,1,14,17,20,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287213,Other Theft,2018,1,19,17,44,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287214,Other Theft,2018,1,20,16,51,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287215,Other Theft,2018,1,22,17,52,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287216,Other Theft,2018,1,27,18,52,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287217,Other Theft,2018,1,30,18,6,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287218,Other Theft,2018,2,28,14,2,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287219,Other Theft,2018,2,28,16,4,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287220,Other Theft,2018,3,2,16,3,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287221,Other Theft,2018,3,2,18,30,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287222,Other Theft,2018,3,7,12,36,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287223,Other Theft,2018,3,12,18,38,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287224,Other Theft,2018,3,12,19,3,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287225,Other Theft,2018,4,4,15,56,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287226,Other Theft,2018,4,14,17,40,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287227,Other Theft,2018,5,16,14,28,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287228,Other Theft,2018,5,17,14,35,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287229,Other Theft,2018,5,18,10,15,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287230,Other Theft,2018,5,28,13,0,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287231,Other Theft,2018,6,2,16,0,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287232,Other Theft,2018,6,15,13,56,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287233,Other Theft,2018,6,19,15,58,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287234,Other Theft,2018,7,19,16,38,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287235,Other Theft,2018,9,8,15,45,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287236,Other Theft,2018,11,6,16,8,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287237,Other Theft,2018,11,10,18,35,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287238,Other Theft,2018,11,11,18,1,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287239,Other Theft,2018,11,24,14,32,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287240,Other Theft,2018,12,13,18,30,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287241,Other Theft,2018,12,17,19,52,44XX MAIN ST,Riley Park,492624.86172600003,5454755.44709
287268,Other Theft,2018,11,24,13,10,44XX MAIN ST,Riley Park,492634.48382299993,5454773.28349
